Reporting unit,Reporting unit type,State,Peer group,Interval,Time period,Patient cohort,Number of patients,,Percentage of patients seen on time,,Peer group average
Princess Alexandra Hospital,Hospital,Qld,Major hospitals,FY,2015–16,Triage 5. Non-Urgent,"2,781",,98%,,92%
Princess Alexandra Hospital,Hospital,Qld,Major hospitals,FY,2016–17,Triage 5. Non-Urgent,"2,632",,98%,,92%
Princess Alexandra Hospital,Hospital,Qld,Major hospitals,FY,2017–18,Triage 5. Non-Urgent,"2,752",,99%,,90%
Princess Alexandra Hospital,Hospital,Qld,Major hospitals,FY,2018–19,Triage 5. Non-Urgent,"3,346",,98%,,89%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 1. Resuscitation,197,,100%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 1. Resuscitation,184,,100%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 1. Resuscitation,187,,100%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 1. Resuscitation,196,,97%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 1. Resuscitation,178,,100%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 1. Resuscitation,161,,99%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 1. Resuscitation,193,,99%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 1. Resuscitation,128,,96%,,100%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 2. Emergency,"4,940",,82%,,81%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 2. Emergency,"5,029",,92%,,84%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 2. Emergency,"5,908",,88%,,84%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 2. Emergency,"7,379",,92%,,80%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 2. Emergency,"7,685",,88%,,77%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 2. Emergency,"7,625",,86%,,76%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 2. Emergency,"7,780",,85%,,77%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 2. Emergency,"8,883",,81%,,76%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 3. Urgent,"14,996",,73%,,62%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 3. Urgent,"14,532",,80%,,63%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 3. Urgent,"16,809",,79%,,65%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 3. Urgent,"21,736",,78%,,63%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 3. Urgent,"25,195",,73%,,63%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 3. Urgent,"25,835",,71%,,61%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 3. Urgent,"27,504",,60%,,60%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 3. Urgent,"27,598",,59%,,59%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 4. Semi-Urgent,"13,658",,79%,,66%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 4. Semi-Urgent,"15,613",,85%,,68%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 4. Semi-Urgent,"18,196",,87%,,72%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 4. Semi-Urgent,"19,707",,87%,,72%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 4. Semi-Urgent,"19,726",,89%,,73%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 4. Semi-Urgent,"19,689",,87%,,73%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 4. Semi-Urgent,"18,025",,81%,,72%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 4. Semi-Urgent,"15,921",,78%,,71%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 5. Non-Urgent,"1,288",,95%,,89%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 5. Non-Urgent,"1,187",,95%,,90%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 5. Non-Urgent,"2,187",,96%,,92%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 5. Non-Urgent,"2,124",,97%,,92%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 5. Non-Urgent,"1,479",,97%,,92%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 5. Non-Urgent,"1,314",,98%,,92%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 5. Non-Urgent,"1,221",,95%,,92%
Queen Elizabeth II Jubilee Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 5. Non-Urgent,"1,077",,95%,,91%
Queensland,State,Qld,National,FY,2011–12,Triage 1. Resuscitation,"10,129",,100%,,100%
Queensland,State,Qld,National,FY,2012–13,Triage 1. Resuscitation,"9,799",,100%,,100%
Queensland,State,Qld,National,FY,2013–14,Triage 1. Resuscitation,"9,843",,100%,,100%
Queensland,State,Qld,National,FY,2014–15,Triage 1. Resuscitation,"10,783",,99%,,100%
Queensland,State,Qld,National,FY,2015–16,Triage 1. Resuscitation,"11,804",,100%,,100%
Queensland,State,Qld,National,FY,2016–17,Triage 1. Resuscitation,"13,057",,100%,,100%
Queensland,State,Qld,National,FY,2017–18,Triage 1. Resuscitation,"13,994",,100%,,100%
Queensland,State,Qld,National,FY,2018–19,Triage 1. Resuscitation,"14,883",,100%,,100%
Queensland,State,Qld,National,FY,2011–12,Triage 2. Emergency,"138,446",,82%,,80%
Queensland,State,Qld,National,FY,2012–13,Triage 2. Emergency,"149,608",,84%,,82%
Queensland,State,Qld,National,FY,2013–14,Triage 2. Emergency,"163,193",,80%,,82%
Queensland,State,Qld,National,FY,2014–15,Triage 2. Emergency,"179,922",,77%,,79%
Queensland,State,Qld,National,FY,2015–16,Triage 2. Emergency,"201,437",,74%,,77%
Queensland,State,Qld,National,FY,2016–17,Triage 2. Emergency,"214,844",,72%,,77%
Queensland,State,Qld,National,FY,2017–18,Triage 2. Emergency,"235,777",,72%,,76%
Queensland,State,Qld,National,FY,2018–19,Triage 2. Emergency,"255,366",,72%,,75%
Queensland,State,Qld,National,FY,2011–12,Triage 3. Urgent,"493,107",,63%,,66%
Queensland,State,Qld,National,FY,2012–13,Triage 3. Urgent,"525,105",,68%,,68%
Queensland,State,Qld,National,FY,2013–14,Triage 3. Urgent,"551,415",,67%,,70%
Queensland,State,Qld,National,FY,2014–15,Triage 3. Urgent,"577,772",,64%,,68%
Queensland,State,Qld,National,FY,2015–16,Triage 3. Urgent,"616,755",,61%,,67%
Queensland,State,Qld,National,FY,2016–17,Triage 3. Urgent,"634,286",,60%,,66%
Queensland,State,Qld,National,FY,2017–18,Triage 3. Urgent,"671,369",,59%,,64%
Queensland,State,Qld,National,FY,2018–19,Triage 3. Urgent,"695,734",,61%,,63%
Queensland,State,Qld,National,FY,2011–12,Triage 4. Semi-Urgent,"448,637",,69%,,70%
Queensland,State,Qld,National,FY,2012–13,Triage 4. Semi-Urgent,"477,206",,74%,,72%
Queensland,State,Qld,National,FY,2013–14,Triage 4. Semi-Urgent,"500,855",,75%,,75%
Queensland,State,Qld,National,FY,2014–15,Triage 4. Semi-Urgent,"491,769",,74%,,74%
Queensland,State,Qld,National,FY,2015–16,Triage 4. Semi-Urgent,"489,563",,74%,,74%
Queensland,State,Qld,National,FY,2016–17,Triage 4. Semi-Urgent,"475,028",,74%,,74%
Queensland,State,Qld,National,FY,2017–18,Triage 4. Semi-Urgent,"468,201",,73%,,73%
Queensland,State,Qld,National,FY,2018–19,Triage 4. Semi-Urgent,"471,048",,75%,,73%
Queensland,State,Qld,National,FY,2011–12,Triage 5. Non-Urgent,"59,711",,90%,,89%
Queensland,State,Qld,National,FY,2012–13,Triage 5. Non-Urgent,"61,212",,92%,,91%
Queensland,State,Qld,National,FY,2013–14,Triage 5. Non-Urgent,"61,238",,92%,,92%
Queensland,State,Qld,National,FY,2014–15,Triage 5. Non-Urgent,"59,554",,93%,,92%
Queensland,State,Qld,National,FY,2015–16,Triage 5. Non-Urgent,"58,494",,94%,,93%
Queensland,State,Qld,National,FY,2016–17,Triage 5. Non-Urgent,"60,082",,94%,,92%
Queensland,State,Qld,National,FY,2017–18,Triage 5. Non-Urgent,"59,208",,93%,,92%
Queensland,State,Qld,National,FY,2018–19,Triage 5. Non-Urgent,"61,266",,93%,,91%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2014–15,Triage 1. Resuscitation,282,,99%,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2015–16,Triage 1. Resuscitation,497,,100%,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2016–17,Triage 1. Resuscitation,435,,100%,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2017–18,Triage 1. Resuscitation,468,,100%,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2018–19,Triage 1. Resuscitation,433,,100%,,100%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2014–15,Triage 2. Emergency,"4,949",,93%,,86%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2015–16,Triage 2. Emergency,"10,139",,92%,,87%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2016–17,Triage 2. Emergency,"10,422",,94%,,89%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2017–18,Triage 2. Emergency,"11,830",,91%,,87%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2018–19,Triage 2. Emergency,"11,159",,87%,,86%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2014–15,Triage 3. Urgent,"11,388",,67%,,65%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2015–16,Triage 3. Urgent,"21,203",,65%,,61%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2016–17,Triage 3. Urgent,"22,529",,65%,,63%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2017–18,Triage 3. Urgent,"24,303",,53%,,61%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2018–19,Triage 3. Urgent,"24,133",,64%,,66%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2014–15,Triage 4. Semi-Urgent,"17,094",,74%,,62%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2015–16,Triage 4. Semi-Urgent,"30,594",,74%,,58%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2016–17,Triage 4. Semi-Urgent,"30,060",,77%,,60%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2017–18,Triage 4. Semi-Urgent,"30,895",,63%,,60%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2018–19,Triage 4. Semi-Urgent,"32,049",,75%,,63%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2014–15,Triage 5. Non-Urgent,"1,990",,96%,,87%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2015–16,Triage 5. Non-Urgent,"2,363",,96%,,81%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2016–17,Triage 5. Non-Urgent,"2,512",,96%,,82%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2017–18,Triage 5. Non-Urgent,"2,771",,89%,,86%
Queensland Children's Hospital,Hospital,Qld,Children's hospitals,FY,2018–19,Triage 5. Non-Urgent,"2,849",,94%,,88%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 1. Resuscitation,380,,100%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 1. Resuscitation,229,,99%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 1. Resuscitation,241,,99%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 1. Resuscitation,222,,98%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 1. Resuscitation,234,,97%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 1. Resuscitation,252,,97%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 1. Resuscitation,277,,96%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 1. Resuscitation,318,,98%,,100%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 2. Emergency,"8,852",,88%,,81%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 2. Emergency,"7,429",,76%,,84%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 2. Emergency,"8,093",,69%,,84%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 2. Emergency,"7,592",,77%,,80%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 2. Emergency,"7,818",,84%,,77%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 2. Emergency,"8,790",,84%,,76%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 2. Emergency,"8,411",,84%,,77%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 2. Emergency,"8,292",,84%,,76%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 3. Urgent,"25,831",,65%,,62%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 3. Urgent,"27,266",,62%,,63%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 3. Urgent,"28,690",,53%,,65%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 3. Urgent,"27,981",,47%,,63%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 3. Urgent,"29,524",,52%,,63%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 3. Urgent,"29,181",,51%,,61%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 3. Urgent,"30,765",,54%,,60%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 3. Urgent,"29,898",,48%,,59%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 4. Semi-Urgent,"16,283",,69%,,66%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 4. Semi-Urgent,"18,474",,67%,,68%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 4. Semi-Urgent,"19,211",,65%,,72%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 4. Semi-Urgent,"21,100",,63%,,72%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 4. Semi-Urgent,"20,739",,67%,,73%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 4. Semi-Urgent,"20,611",,66%,,73%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 4. Semi-Urgent,"21,185",,67%,,72%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 4. Semi-Urgent,"21,457",,60%,,71%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2011–12,Triage 5. Non-Urgent,"1,159",,92%,,89%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2012–13,Triage 5. Non-Urgent,"1,159",,89%,,90%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2013–14,Triage 5. Non-Urgent,"1,308",,90%,,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2014–15,Triage 5. Non-Urgent,"1,709",,92%,,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2015–16,Triage 5. Non-Urgent,"2,044",,94%,,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2016–17,Triage 5. Non-Urgent,"2,339",,91%,,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2017–18,Triage 5. Non-Urgent,"2,256",,92%,,92%
Redcliffe Hospital,Hospital,Qld,Large metropolitan hospitals,FY,2018–19,Triage 5. Non-Urgent,"2,697",,86%,,91%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2011–12,Triage 1. Resuscitation,101,,100%,,99%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2012–13,Triage 1. Resuscitation,147,,100%,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2013–14,Triage 1. Resuscitation,158,,100%,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2014–15,Triage 1. Resuscitation,209,,96%,,99%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2015–16,Triage 1. Resuscitation,225,,99%,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2016–17,Triage 1. Resuscitation,220,,99%,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2017–18,Triage 1. Resuscitation,246,,99%,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2018–19,Triage 1. Resuscitation,457,,98%,,100%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2011–12,Triage 2. Emergency,"3,713",,95%,,79%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2012–13,Triage 2. Emergency,"4,640",,95%,,81%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2013–14,Triage 2. Emergency,"5,137",,94%,,83%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2014–15,Triage 2. Emergency,"5,805",,79%,,80%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2015–16,Triage 2. Emergency,"6,597",,74%,,77%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2016–17,Triage 2. Emergency,"7,512",,74%,,79%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2017–18,Triage 2. Emergency,"8,344",,67%,,77%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2018–19,Triage 2. Emergency,"10,725",,63%,,75%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2011–12,Triage 3. Urgent,"21,922",,51%,,67%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2012–13,Triage 3. Urgent,"23,783",,50%,,66%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2013–14,Triage 3. Urgent,"23,654",,51%,,68%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2014–15,Triage 3. Urgent,"24,873",,45%,,66%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2015–16,Triage 3. Urgent,"25,576",,50%,,65%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2016–17,Triage 3. Urgent,"25,023",,50%,,65%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2017–18,Triage 3. Urgent,"26,401",,45%,,63%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2018–19,Triage 3. Urgent,"26,086",,54%,,63%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2011–12,Triage 4. Semi-Urgent,"16,255",,60%,,69%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2012–13,Triage 4. Semi-Urgent,"16,592",,61%,,71%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2013–14,Triage 4. Semi-Urgent,"18,685",,63%,,74%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2014–15,Triage 4. Semi-Urgent,"18,892",,62%,,73%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2015–16,Triage 4. Semi-Urgent,"18,541",,64%,,72%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2016–17,Triage 4. Semi-Urgent,"16,283",,66%,,73%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2017–18,Triage 4. Semi-Urgent,"15,166",,60%,,72%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2018–19,Triage 4. Semi-Urgent,"12,890",,65%,,71%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2011–12,Triage 5. Non-Urgent,"3,630",,92%,,91%
Redland Hospital,Hospital,Qld,Medium metropolitan hospitals,FY,2012–13,Triage 5. Non-Urgent,"3,679",,91%,,92%
